Date,"Spend (Cost, Amount Spent)",Action Link Clicks,Impressions,Action Leads,Ad ID,Ad Name,Instagram Permalink URL,Adset Name,Campaign ID,Campaign Name,Action Landing Page View,Action Video View,Video 15 Sec Watched Actions,Video 50 Percent Watched Actions,Video 75 Percent Watched Actions,Video 95 Percent Watched Actions
2026-01-01,"12,34",2,140,1,120237759044340229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DRxcwISACMT/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,1,26,5,2,3,2
2026-01-01,"15,27",2,295,0,120239279658030229,tmb_dez25-lead-adv06,https://www.instagram.com/p/DSIBm2IAPLy/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,1,56,8,5,3,2
2026-01-01,"27,17",3,445,0,120237759044360229,tmb_mai25-lead-adc13,https://www.instagram.com/p/DTd-OyjgCfN/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,1,2,1,2,1,1
2026-01-01,"35,54",5,738,1,120237759044380229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DRxc-M0APse/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,2,146,30,20,12,10
2026-01-01,"42,61",7,804,0,120237759044390229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DRxc5HEgD-D/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,4,138,45,33,28,19
2026-01-01,"51,05",5,1082,1,120239258285600229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,4,125,35,22,13,11
2026-01-01,"54,47",12,1407,3,120240012048760229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,tmb_jan26-lead-500-adi02-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,10,0,0,0,0,0
2026-01-01,"54,8",6,1064,2,120240012054880229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DS5ClC6AGTE/,tmb_jan26-lead-500-adc01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,2,26,5,17,7,5
2026-01-01,"55,04",6,988,3,120240011760530229,tmb_jan26-lead-500-adi01,https://www.instagram.com/p/DS5Ck8NADJb/,tmb_jan26-lead-500-adi01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,7,0,0,0,0,0
2026-01-01,"55,22",22,1625,1,120239098465350229,tmb_dez25-lead-adv08,https://www.instagram.com/p/DSIBoOEgEOl/,tmb_dez25-lead-adv08-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,13,478,132,172,76,57
2026-01-01,"128,79",19,3609,2,120234770370030229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTo9V7gHAC/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,10,456,136,296,197,141
2026-01-01,"220,62",42,5280,5,120235283062850229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouK9gALbB/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,27,1134,142,42,25,17
2026-01-01,"473,99",73,14303,8,120234770369990229,tmb_mai25-lead-adc23,https://www.instagram.com/p/DTd-iqVAPxU/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,44,15,2,9,4,2
2026-01-02,"10,14",2,137,1,120237759044360229,tmb_mai25-lead-adc13,https://www.instagram.com/p/DTd-OyjgCfN/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,2,5,2,2,2,2
2026-01-02,"12,43",0,176,0,120237759044340229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DRxcwISACMT/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,0,26,3,0,0,0
2026-01-02,"14,35",0,226,0,120239279658030229,tmb_dez25-lead-adv06,https://www.instagram.com/p/DSIBm2IAPLy/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,0,56,7,3,2,1
2026-01-02,"32,51",2,629,2,120237759044380229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DRxc-M0APse/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,2,111,20,13,8,5
2026-01-02,"42,17",4,630,2,120237759044390229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DRxc5HEgD-D/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,3,142,50,23,18,13
2026-01-02,"48,37",15,1360,2,120239098465350229,tmb_dez25-lead-adv08,https://www.instagram.com/p/DSIBoOEgEOl/,tmb_dez25-lead-adv08-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,11,433,123,142,77,54
2026-01-02,"49,31",8,948,1,120240012048760229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,tmb_jan26-lead-500-adi02-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,3,0,0,0,0,0
2026-01-02,"50,05",6,863,1,120240011760530229,tmb_jan26-lead-500-adi01,https://www.instagram.com/p/DS5Ck8NADJb/,tmb_jan26-lead-500-adi01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,4,0,0,0,0,0
2026-01-02,"56,18",2,788,0,120240012054880229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DS5ClC6AGTE/,tmb_jan26-lead-500-adc01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,1,15,5,7,6,5
2026-01-02,"59,39",8,1172,2,120239258285600229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,6,140,34,26,13,8
2026-01-02,"153,5",23,3252,11,120234770370030229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTo9V7gHAC/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,20,407,131,268,183,140
2026-01-02,"229,04",23,4242,4,120235283062850229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouK9gALbB/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,17,939,124,42,25,12
2026-01-02,"374,41",47,9539,12,120234770369990229,tmb_mai25-lead-adc23,https://www.instagram.com/p/DTd-iqVAPxU/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,31,11,2,6,4,3
2026-01-03,"12,84",0,149,0,120237759044340229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DRxcwISACMT/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,0,24,5,0,0,0
2026-01-03,"15,44",4,241,2,120239279658030229,tmb_dez25-lead-adv06,https://www.instagram.com/p/DSIBm2IAPLy/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,3,49,11,7,5,4
2026-01-03,"25,25",6,381,2,120237759044360229,tmb_mai25-lead-adc13,https://www.instagram.com/p/DTd-OyjgCfN/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,5,2,1,1,1,1
2026-01-03,"25,55",3,452,1,120237759044390229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DRxc5HEgD-D/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,3,84,26,19,14,12
2026-01-03,"30,25",2,585,2,120237759044380229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DRxc-M0APse/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,2,103,13,9,5,5
2026-01-03,"45,13",3,933,1,120240012054880229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DS5ClC6AGTE/,tmb_jan26-lead-500-adc01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,2,11,4,7,4,4
2026-01-03,"46,84",11,1161,2,120239098465350229,tmb_dez25-lead-adv08,https://www.instagram.com/p/DSIBoOEgEOl/,tmb_dez25-lead-adv08-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,7,337,75,101,36,28
2026-01-03,"47,83",7,960,0,120240012048760229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,tmb_jan26-lead-500-adi02-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,2,0,0,0,0,0
2026-01-03,"49,56",6,1240,0,120240011760530229,tmb_jan26-lead-500-adi01,https://www.instagram.com/p/DS5Ck8NADJb/,tmb_jan26-lead-500-adi01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,4,0,0,0,0,0
2026-01-03,"69,4",15,1384,3,120239258285600229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,14,123,27,12,9,7
2026-01-03,"152,59",30,3609,7,120234770370030229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTo9V7gHAC/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,15,421,130,282,184,132
2026-01-03,"223,13",23,4335,7,120235283062850229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouK9gALbB/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,18,881,99,40,27,16
2026-01-03,"335,93",51,8746,10,120234770369990229,tmb_mai25-lead-adc23,https://www.instagram.com/p/DTd-iqVAPxU/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,38,33,5,15,6,5
2026-01-04,"11,81",4,151,1,120237759044340229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DRxcwISACMT/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,3,35,10,3,2,2
2026-01-04,"22,86",4,262,0,120239279658030229,tmb_dez25-lead-adv06,https://www.instagram.com/p/DSIBm2IAPLy/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,4,61,12,6,5,3
2026-01-04,"27,91",6,547,1,120237759044390229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DRxc5HEgD-D/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,3,103,29,10,6,5
2026-01-04,"37,53",5,672,2,120237759044380229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DRxc-M0APse/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,3,126,33,23,15,13
2026-01-04,"38,74",3,572,0,120237759044360229,tmb_mai25-lead-adc13,https://www.instagram.com/p/DTd-OyjgCfN/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,1,3,0,3,0,0
2026-01-04,"59,85",23,1612,6,120239098465350229,tmb_dez25-lead-adv08,https://www.instagram.com/p/DSIBoOEgEOl/,tmb_dez25-lead-adv08-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,19,502,142,178,73,56
2026-01-04,"60,82",7,960,2,120240012054880229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DS5ClC6AGTE/,tmb_jan26-lead-500-adc01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,4,22,9,15,12,9
2026-01-04,"60,85",8,964,2,120240012048760229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,tmb_jan26-lead-500-adi02-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,4,0,0,0,0,0
2026-01-04,"64,37",9,983,0,120240011760530229,tmb_jan26-lead-500-adi01,https://www.instagram.com/p/DS5Ck8NADJb/,tmb_jan26-lead-500-adi01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,4,0,0,0,0,0
2026-01-04,"78,68",9,1651,0,120239258285600229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,7,182,44,25,15,8
2026-01-04,"168,47",24,3761,4,120234770370030229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTo9V7gHAC/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,15,435,116,282,173,122
2026-01-04,"203,71",14,3683,1,120235283062850229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouK9gALbB/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,10,691,92,30,18,13
2026-01-04,"382,26",51,8609,15,120234770369990229,tmb_mai25-lead-adc23,https://www.instagram.com/p/DTd-iqVAPxU/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,36,30,9,19,10,9
2026-01-05,"1,94",2,71,0,120240191414280229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,2,9,4,2,2,2
2026-01-05,"3,52",1,88,1,120240191414160229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouKyNACwa/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,1,22,1,0,0,0
2026-01-05,"4,99",0,91,0,120240191507560229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DTF8DEjALnE/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,0,15,3,2,2,0
2026-01-05,"9,3",1,170,1,120240191381260229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,1,25,8,5,4,3
2026-01-05,"9,69",1,237,1,120240191414190229,tmb_out-lead-boleto-adv07,https://www.instagram.com/p/DPys8sTAHxe/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,1,59,12,12,8,4
2026-01-05,"10,01",4,164,2,120240191414130229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTpbffACMN/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,4,38,15,30,21,15
2026-01-05,"13,47",3,100,1,120240191507530229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DTF8DGggI6Z/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,3,33,7,4,2,2
2026-01-05,"14,15",4,205,4,120240191507520229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DTF8C8egOId/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,4,44,13,11,9,9
2026-01-05,"17,96",3,420,1,120240191381270229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTo9V7gHAC/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,2,65,14,42,23,16
2026-01-05,"18,32",2,395,0,120240191381220229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouK9gALbB/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,0,98,16,9,6,3
2026-01-05,"19,22",1,199,1,120237759044340229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DRxcwISACMT/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,1,41,7,2,2,2
2026-01-05,"21,18",2,334,1,120240191507540229,tmb_out-lead-boleto-adv07,https://www.instagram.com/p/DTF8DFMgHLg/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,2,103,29,28,18,10
2026-01-05,"27,46",2,477,1,120239279658030229,tmb_dez25-lead-adv06,https://www.instagram.com/p/DSIBm2IAPLy/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,1,96,19,13,10,8
2026-01-05,"40,16",4,660,0,120237759044390229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DRxc5HEgD-D/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,1,136,36,28,18,14
2026-01-05,"40,58",5,503,1,120237759044360229,tmb_mai25-lead-adc13,https://www.instagram.com/p/DTd-OyjgCfN/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,4,4,2,4,3,2
2026-01-05,"48,22",13,1166,3,120239098465350229,tmb_dez25-lead-adv08,https://www.instagram.com/p/DSIBoOEgEOl/,tmb_dez25-lead-adv08-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,9,372,103,133,58,40
2026-01-05,"51,61",5,748,2,120240012048760229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,tmb_jan26-lead-500-adi02-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,3,0,0,0,0,0
2026-01-05,"52,71",7,758,0,120240011760530229,tmb_jan26-lead-500-adi01,https://www.instagram.com/p/DS5Ck8NADJb/,tmb_jan26-lead-500-adi01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,6,0,0,0,0,0
2026-01-05,"56,37",8,794,3,120240012054880229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DS5ClC6AGTE/,tmb_jan26-lead-500-adc01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,7,2,0,1,0,0
2026-01-05,"57,04",2,1060,0,120237759044380229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DRxc-M0APse/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,2,214,35,20,12,9
2026-01-05,"64,83",14,1503,5,120240191381280229,tmb_out-lead-boleto-adv07,https://www.instagram.com/p/DPys8sTAHxe/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,14,434,115,113,85,54
2026-01-05,"84,51",8,1771,0,120239258285600229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,7,189,55,32,18,12
2026-01-05,"103,63",19,2383,3,120240191507480229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DTF8D5hgDtA/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,14,679,186,125,84,59
2026-01-05,"135,77",42,4182,12,120240191414240229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DPiCEdHAE_B/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,36,976,254,159,100,74
2026-01-05,"202,52",22,4201,6,120234770370030229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTo9V7gHAC/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,15,471,138,319,201,146
2026-01-05,"203,48",65,7326,10,120240191381250229,tmb_mai25-lead-adc23,https://www.instagram.com/p/DTd-i3fgDN_/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,46,1,1,1,1,1
2026-01-05,"297,22",33,5155,6,120235283062850229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouK9gALbB/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,21,1087,131,43,30,16
2026-01-05,"616,51",61,14526,19,120234770369990229,tmb_mai25-lead-adc23,https://www.instagram.com/p/DTd-iqVAPxU/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,43,14,3,9,6,3
2026-01-06,"0,76",0,15,0,120240272025580229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,0,0,0,0,0,0
2026-01-06,"1,09",0,22,0,120240272025590229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DS5ClC6AGTE/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,0,0,0,0,0,0
2026-01-06,"1,35",0,33,0,120240271984170229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,0,0,0,0,0,0
2026-01-06,"3,05",0,50,0,120240271984180229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DTK0ZWSAFXN/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,0,0,0,0,0,0
2026-01-06,"7,99",2,172,1,120240191414280229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,2,28,7,6,3,3
2026-01-06,"10,13",8,200,3,120240191414130229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTpbffACMN/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,4,46,18,33,23,19
2026-01-06,"10,74",1,125,0,120240011760530229,tmb_jan26-lead-500-adi01,https://www.instagram.com/p/DS5Ck8NADJb/,tmb_jan26-lead-500-adi01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,0,0,0,0,0,0
2026-01-06,"11,53",2,118,0,120240191507560229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DTF8DEjALnE/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,2,19,8,6,3,3
2026-01-06,"12,3",2,274,0,120240191414190229,tmb_out-lead-boleto-adv07,https://www.instagram.com/p/DPys8sTAHxe/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,2,57,10,10,9,6
2026-01-06,"13,25",1,271,0,120240191381260229,tmb_dez25-lead-adv05,https://www.instagram.com/p/DSIBm6tgHla/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,1,43,15,7,6,4
2026-01-06,"20,72",5,396,1,120240191414160229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouKyNACwa/,lead-envolvidos_engajados-30_44-insta_face,120240191414080229,perpetuo-lead-quente,5,98,14,6,4,4
2026-01-06,"20,78",1,360,1,120240191381270229,tmb_set25-lead-pix-adv35,https://www.instagram.com/p/DPTo9V7gHAC/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,1,57,22,37,27,23
2026-01-06,"26,05",5,409,2,120240191507540229,tmb_out-lead-boleto-adv07,https://www.instagram.com/p/DTF8DFMgHLg/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,4,109,41,37,30,15
2026-01-06,"29,1",1,290,1,120237759044340229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DRxcwISACMT/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,1,54,6,1,1,1
2026-01-06,"35,68",12,668,4,120240191381220229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DPouK9gALbB/,lead-interesses-drop15m-30_44-insta_face,120240191381210229,perpetuo-lead-frio-advtg-interesses,8,189,35,13,9,4
2026-01-06,"44,7",8,750,2,120240191507520229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DTF8C8egOId/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,4,171,47,29,23,19
2026-01-06,"45,01",4,582,0,120239279658030229,tmb_dez25-lead-adv06,https://www.instagram.com/p/DSIBm2IAPLy/,interesses-drop15m-30_44,120234770370020229,perpetuo-lead-frio-info-interesses,1,126,32,23,20,16
2026-01-06,"46,78",3,638,0,120240012054880229,tmb_jan26-lead-500-adc01,https://www.instagram.com/p/DS5ClC6AGTE/,tmb_jan26-lead-500-adc01-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,2,1,0,0,0,0
2026-01-06,"49,07",3,471,0,120240012048760229,tmb_jan26-lead-500-adi02,https://www.instagram.com/p/DS5ClamAMpL/,tmb_jan26-lead-500-adi02-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,0,0,0,0,0,0
2026-01-06,"50,08",7,650,1,120240191507530229,tmb_out23-lead-boleto-adv01-3-tiktok-reteste,https://www.instagram.com/p/DTF8DGggI6Z/,lead-publico_sugerido,120240191507430229,perpetuo-lead-frio-rmkt,5,165,32,9,5,3
2026-01-06,"51,37",15,1340,2,120239098465350229,tmb_dez25-lead-adv08,https://www.instagram.com/p/DSIBoOEgEOl/,tmb_dez25-lead-adv08-CADASTRO-LL_1%-25_55-H_M-BR-AUTOMATICO-LEAD,120231968891470229,perpetuo-lead-frio-boleto_parcelado-teste_ads,9,378,98,121,57,39
2026-01-06,"51,78",4,624,0,120237759044360229,tmb_mai25-lead-adc13,https://www.instagram.com/p/DTd-OyjgCfN/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,4,3,1,2,2,1
2026-01-06,"66,55",4,894,0,120237759044390229,tmb_out25-lead-boleto-adv03,https://www.instagram.com/p/DRxc5HEgD-D/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,3,208,62,37,31,24
2026-01-06,"106,21",6,1802,0,120237759044380229,tmb_ago24-lead-boleto-adv08-corte_podcast-reteste,https://www.instagram.com/p/DRxc-M0APse/,lead-publico_sugerido,120237759044310229,perpetuo-lead-frio-infoprodutores-publico_sugerido,6,401,76,48,30,20
